!    1          2            3           4          5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36           37           38           39           40           41           42           43           44           45           46           47           48           49           50           51           52           53           54           55           56           57           58           59           60           61           62           63           64           65           66           67           68           69           70           71           72           73           74           75           76
! TEM(K)  log(PRE(N/m**2))  R/Rstar   log(d(cm-3))  H2           CO           C2H2         HCN          N2           CS           SiO          SiS          NaCl         KCl          AlCl         AlF          NaCN         HCP          C2           C3           C4           O2           OH           CO2          H2CO         HO2          H2O          H2O2         CH           CH2          CH3          CH4          C3H2         C4H2         C2H4         C2H          C3H          C4H          C2H3         C2H5         C2H6         NH           NH2          NH3          NO           CN           NCO          HCO          HCCO         CH2OH        CH3O         CH3OH        SH           H2S          SO           SO2          HCS          CS2          OCS          S2           NS           SiH          SiH2         SiH3         SiH4         SiO2         Si2          SiC          SiC2         SiCH         SiCH2        SiN          SiNH         Si2C         HNC          HF          
   909.000  -5.2172          5.53679   8.6842      -.30103      -3.3160      -3.9201      -4.9257      -4.5549      -13.646      -5.1675      -4.8799      -10.976      -11.435      -6.5006      -7.4400      -9.2820      -6.5899      -20.532      -16.408      -25.873      -45.014      -24.247      -19.369      -19.822      -45.014      -16.732      -45.014      -19.916      -16.127      -11.016      -7.6311      -21.735      -7.0250      -10.097      -13.493      -16.697      -17.856      -14.726      -21.143      -19.231      -21.899      -20.292      -15.650      -29.609      -13.754      -30.270      -19.417      -22.728      -32.781      -34.870      -30.877      -18.229      -17.084      -33.717      -45.014      -22.061      -24.432      -21.564      -28.815      -28.617      -8.6765      -9.3128      -15.561      -14.786      -25.585      -9.5245      -15.578      -7.5386      -12.050      -8.5431      -11.269      -7.6773      -5.2686      -8.8762      -12.145    
   908.000  -5.2194          5.54788   8.6824      -.30103      -3.3160      -3.9199      -4.9265      -4.5547      -13.663      -5.1617      -4.8799      -10.982      -11.440      -6.5005      -7.4400      -9.2748      -6.5899      -20.568      -16.436      -25.907      -45.012      -24.265      -19.368      -19.824      -45.012      -16.733      -45.012      -19.944      -16.144      -11.018      -7.6202      -21.754      -7.0236      -10.087      -13.512      -16.717      -17.876      -14.731      -21.139      -19.214      -21.921      -20.304      -15.648      -29.631      -13.773      -30.289      -19.427      -22.740      -32.791      -34.881      -30.875      -18.247      -17.092      -33.742      -45.012      -22.080      -24.448      -21.571      -28.840      -28.644      -8.6852      -9.3146      -15.561      -14.776      -25.584      -9.5319      -15.601      -7.5490      -12.060      -8.5412      -11.277      -7.6736      -5.2705      -8.8818      -12.164    
   907.000  -5.2216          5.55901   8.6807      -.30103      -3.3161      -3.9196      -4.9273      -4.5545      -13.680      -5.1560      -4.8799      -10.988      -11.445      -6.5005      -7.4400      -9.2676      -6.5899      -20.603      -16.465      -25.942      -45.010      -24.283      -19.367      -19.827      -45.010      -16.735      -45.010      -19.973      -16.161      -11.020      -7.6093      -21.772      -7.0222      -10.077      -13.532      -16.736      -17.895      -14.736      -21.134      -19.198      -21.944      -20.317      -15.647      -29.652      -13.792      -30.309      -19.438      -22.752      -32.801      -34.892      -30.874      -18.264      -17.100      -33.766      -45.010      -22.100      -24.465      -21.579      -28.865      -28.670      -8.6941      -9.3164      -15.561      -14.766      -25.582      -9.5395      -15.623      -7.5594      -12.071      -8.5393      -11.286      -7.6699      -5.2725      -8.8874      -12.183    
   906.000  -5.2239          5.57017   8.6789      -.30103      -3.3162      -3.9194      -4.9282      -4.5544      -13.698      -5.1503      -4.8799      -10.993      -11.450      -6.5005      -7.4400      -9.2604      -6.5899      -20.638      -16.493      -25.976      -45.008      -24.301      -19.365      -19.829      -45.008      -16.736      -45.008      -20.002      -16.178      -11.023      -7.5983      -21.790      -7.0207      -10.067      -13.552      -16.755      -17.915      -14.740      -21.129      -19.181      -21.966      -20.330      -15.646      -29.674      -13.811      -30.329      -19.449      -22.763      -32.810      -34.903      -30.872      -18.281      -17.108      -33.791      -45.008      -22.120      -24.481      -21.587      -28.889      -28.696      -8.7030      -9.3182      -15.562      -14.756      -25.581      -9.5471      -15.645      -7.5698      -12.081      -8.5375      -11.295      -7.6663      -5.2746      -8.8930      -12.202    
   905.000  -5.2261          5.58137   8.6772      -.30103      -3.3163      -3.9191      -4.9290      -4.5542      -13.715      -5.1446      -4.8799      -10.999      -11.455      -6.5005      -7.4400      -9.2532      -6.5899      -20.674      -16.521      -26.011      -45.006      -24.319      -19.364      -19.831      -45.006      -16.737      -45.006      -20.032      -16.194      -11.025      -7.5873      -21.809      -7.0193      -10.057      -13.572      -16.775      -17.935      -14.745      -21.124      -19.164      -21.989      -20.343      -15.644      -29.695      -13.831      -30.348      -19.460      -22.775      -32.820      -34.914      -30.870      -18.298      -17.116      -33.815      -45.006      -22.140      -24.498      -21.594      -28.914      -28.722      -8.7119      -9.3201      -15.562      -14.746      -25.579      -9.5548      -15.667      -7.5803      -12.092      -8.5357      -11.303      -7.6627      -5.2767      -8.8987      -12.221    
   904.000  -5.2283          5.59260   8.6755      -.30103      -3.3164      -3.9188      -4.9298      -4.5540      -13.732      -5.1390      -4.8799      -11.005      -11.460      -6.5004      -7.4400      -9.2459      -6.5899      -20.710      -16.549      -26.046      -45.003      -24.338      -19.363      -19.833      -45.003      -16.738      -45.003      -20.061      -16.211      -11.027      -7.5763      -21.828      -7.0179      -10.047      -13.592      -16.794      -17.955      -14.750      -21.120      -19.148      -22.012      -20.355      -15.643      -29.717      -13.850      -30.368      -19.471      -22.787      -32.830      -34.926      -30.869      -18.316      -17.123      -33.840      -45.003      -22.159      -24.514      -21.602      -28.939      -28.748      -8.7209      -9.3220      -15.563      -14.737      -25.578      -9.5626      -15.690      -7.5909      -12.103      -8.5340      -11.312      -7.6591      -5.2790      -8.9043      -12.241    
   903.000  -5.2305          5.60386   8.6737      -.30103      -3.3165      -3.9186      -4.9307      -4.5538      -13.750      -5.1333      -4.8799      -11.010      -11.465      -6.5004      -7.4400      -9.2387      -6.5899      -20.745      -16.578      -26.081      -45.001      -24.356      -19.362      -19.835      -45.001      -16.739      -45.001      -20.090      -16.228      -11.030      -7.5653      -21.846      -7.0164      -10.037      -13.612      -16.814      -17.974      -14.755      -21.115      -19.131      -22.034      -20.368      -15.642      -29.738      -13.869      -30.388      -19.481      -22.799      -32.839      -34.937      -30.867      -18.333      -17.131      -33.865      -45.001      -22.179      -24.531      -21.610      -28.963      -28.775      -8.7300      -9.3239      -15.564      -14.727      -25.576      -9.5705      -15.713      -7.6015      -12.114      -8.5322      -11.321      -7.6556      -5.2813      -8.9100      -12.260    
   902.000  -5.2328          5.61516   8.6720      -.30103      -3.3165      -3.9183      -4.9315      -4.5537      -13.767      -5.1277      -4.8799      -11.016      -11.470      -6.5004      -7.4400      -9.2314      -6.5899      -20.781      -16.606      -26.116      -44.999      -24.374      -19.361      -19.837      -44.999      -16.741      -44.999      -20.119      -16.245      -11.032      -7.5542      -21.865      -7.0149      -10.027      -13.632      -16.833      -17.994      -14.760      -21.110      -19.114      -22.057      -20.381      -15.640      -29.760      -13.888      -30.407      -19.492      -22.811      -32.849      -34.948      -30.865      -18.350      -17.139      -33.889      -44.999      -22.199      -24.547      -21.617      -28.988      -28.801      -8.7391      -9.3259      -15.564      -14.717      -25.575      -9.5785      -15.735      -7.6122      -12.124      -8.5305      -11.330      -7.6520      -5.2838      -8.9157      -12.279    
   901.000  -5.2350          5.62650   8.6702      -.30103      -3.3166      -3.9181      -4.9323      -4.5535      -13.785      -5.1221      -4.8799      -11.022      -11.475      -6.5004      -7.4400      -9.2241      -6.5899      -20.817      -16.635      -26.151      -44.997      -24.392      -19.360      -19.840      -44.997      -16.742      -44.997      -20.149      -16.262      -11.035      -7.5431      -21.883      -7.0134      -10.017      -13.652      -16.853      -18.014      -14.764      -21.105      -19.097      -22.080      -20.394      -15.639      -29.782      -13.908      -30.427      -19.503      -22.823      -32.859      -34.959      -30.863      -18.367      -17.146      -33.914      -44.997      -22.219      -24.564      -21.625      -29.013      -28.827      -8.7483      -9.3280      -15.565      -14.707      -25.573      -9.5866      -15.758      -7.6229      -12.135      -8.5288      -11.339      -7.6485      -5.2863      -8.9214      -12.298    
   900.000  -5.2372          5.63787   8.6685      -.30103      -3.3167      -3.9178      -4.9332      -4.5533      -13.802      -5.1166      -4.8799      -11.028      -11.480      -6.5004      -7.4400      -9.2168      -6.5899      -20.853      -16.663      -26.186      -44.994      -24.411      -19.359      -19.842      -44.994      -16.743      -44.994      -20.178      -16.279      -11.037      -7.5320      -21.902      -7.0120      -10.007      -13.672      -16.873      -18.034      -14.769      -21.100      -19.080      -22.103      -20.407      -15.638      -29.804      -13.927      -30.447      -19.514      -22.835      -32.869      -34.970      -30.862      -18.385      -17.154      -33.939      -44.994      -22.238      -24.580      -21.633      -29.037      -28.854      -8.7575      -9.3300      -15.566      -14.697      -25.572      -9.5947      -15.781      -7.6337      -12.146      -8.5272      -11.348      -7.6451      -5.2889      -8.9271      -12.318    
   899.000  -5.2395          5.64928   8.6667      -.30103      -3.3168      -3.9175      -4.9340      -4.5532      -13.819      -5.1110      -4.8799      -11.034      -11.485      -6.5003      -7.4400      -9.2094      -6.5899      -20.889      -16.692      -26.221      -44.992      -24.429      -19.358      -19.844      -44.992      -16.744      -44.992      -20.207      -16.296      -11.039      -7.5208      -21.921      -7.0105      -9.9967      -13.692      -16.892      -18.054      -14.774      -21.095      -19.064      -22.126      -20.420      -15.636      -29.825      -13.947      -30.467      -19.525      -22.847      -32.878      -34.982      -30.860      -18.402      -17.162      -33.963      -44.992      -22.258      -24.596      -21.640      -29.062      -28.880      -8.7668      -9.3321      -15.566      -14.687      -25.570      -9.6030      -15.804      -7.6445      -12.157      -8.5255      -11.357      -7.6416      -5.2916      -8.9328      -12.337    
   898.000  -5.2417          5.66072   8.6649      -.30103      -3.3169      -3.9172      -4.9348      -4.5530      -13.837      -5.1055      -4.8799      -11.039      -11.490      -6.5003      -7.4400      -9.2021      -6.5899      -20.925      -16.721      -26.257      -44.990      -24.448      -19.357      -19.846      -44.990      -16.746      -44.990      -20.237      -16.313      -11.042      -7.5096      -21.940      -7.0090      -9.9865      -13.712      -16.912      -18.074      -14.779      -21.091      -19.047      -22.149      -20.433      -15.635      -29.847      -13.966      -30.487      -19.536      -22.859      -32.888      -34.993      -30.858      -18.419      -17.169      -33.988      -44.990      -22.278      -24.612      -21.648      -29.086      -28.907      -8.7762      -9.3343      -15.567      -14.677      -25.569      -9.6113      -15.827      -7.6555      -12.169      -8.5240      -11.366      -7.6382      -5.2943      -8.9385      -12.357    
   897.000  -5.2440          5.67220   8.6632      -.30103      -3.3170      -3.9170      -4.9357      -4.5528      -13.854      -5.1000      -4.8799      -11.045      -11.495      -6.5003      -7.4400      -9.1947      -6.5899      -20.961      -16.749      -26.292      -44.988      -24.466      -19.356      -19.848      -44.988      -16.747      -44.988      -20.267      -16.330      -11.044      -7.4984      -21.959      -7.0074      -9.9763      -13.732      -16.932      -18.094      -14.784      -21.086      -19.030      -22.172      -20.446      -15.634      -29.869      -13.986      -30.507      -19.547      -22.871      -32.898      -35.004      -30.856      -18.437      -17.177      -34.013      -44.988      -22.298      -24.629      -21.655      -29.111      -28.933      -8.7856      -9.3365      -15.568      -14.668      -25.568      -9.6198      -15.850      -7.6664      -12.180      -8.5224      -11.376      -7.6348      -5.2972      -8.9443      -12.376    
