!
! chemical model of an expanding circumstellar envelope with parameters:
! species and initial abundances file : allspec_irc10216.spec                             
! reactions rate constants files =  1 : astrorates_24jan2011.reac                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
! mass loss rate                      =  2.0000E-05 Msun yr-1
! expansion velocity                  =     14.5000 km s-1
! UV ISRF strength                    =   1.000     Draine units
! H2 cosmic ray ionization rate       =  1.2000E-17 s-1
! from                2.0000E+14 to   1.0000E+18 cm
! visual extinction:   82.03     to   1.6405E-02 mag
! .................................................................................................
! Abundances relative to total H nuclei:
!        1                2                3                4               5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99
!  log(time[yr])  log(radius[cm])  log(density[cm-3])  temperature[K]     h           h2          he          c           o           n           s           si          p           ch          ch2         ch3         ch4         c2          c2h         c2h2        c2h3        c2h4        c2h5        c2h6        c3          c-c3h       c3h         c-c3h2      h2c3        c3h2        c3h3        p-c3h4      a-c3h4      c4          c4h         c4h2        n-c4h3      i-c4h3      c5          c5h         c5h2        c6          c6h         c6h2        c7          c7h         c7h2        c8          c8h         c8h2        c9          c9h         c9h2        c10         c10h        c10h2       c11         ch3c4h      ch3c6h      b-c6h6      oh          h2o         o2          ho2         h2o2        co          hco         h2co        ch2oh       ch3o        ch3oh       co2         hcooh       c2o         hcco        ch2co       ch3cho      c2h5oh      ch3och3     hcooch3     c3o         ch3coch3    nh          nh2         nh3         n2          cn          hcn         hnc         h2cn        ch2nh       ch3nh2      c2n         c3n         c4n         c5n         c6n         c7n         c8n         
      1.065467       14.871700        7.456736              466.72      -7.928668   -0.301030   -1.070581  -11.594803  -10.393818   -9.894607   -9.543644  -11.853649  -13.446465  -15.862367  -11.524956  -10.494971   -5.756968  -14.904266  -13.233279   -4.397988  -13.006220   -7.999930  -13.651762  -13.827063   -9.387599  -15.185855  -14.164171  -10.628033   -9.676534   -9.675717  -16.340277  -12.152176  -12.158085  -16.882857  -15.920250  -11.079604  -15.531115  -15.378373  -14.206765  -14.850583  -10.105848  -21.495831  -14.689360   -9.288556  -16.178130  -17.871067  -12.965072  -20.737506  -18.613305  -12.623488  -16.753338  -19.071012  -14.778059  -23.225108  -22.331001  -16.774683  -27.432921  -11.114635  -15.422968   -9.371138  -12.339683   -9.048305  -17.750695  -26.831006  -27.419524   -3.522880  -13.840354  -14.216744  -18.446225  -21.560692  -16.459325  -12.356181  -17.799646  -17.110311  -12.860406  -10.941748  -15.898693  -21.974563  -26.224646  -29.604839  -14.797895  -25.115150   -7.870489  -10.168094   -6.009218   -4.698892  -13.187237   -5.000032   -9.190206  -14.216472  -12.888364  -12.890228  -15.398003  -16.950153  -19.360208  -18.637523  -23.677472  -22.022464  -27.884525
      1.075330       14.880471        7.442356              461.56      -7.925056   -0.301030   -1.070581  -11.585500  -10.356990   -9.889968   -9.537182  -11.855767  -13.440445  -15.832944  -11.488328  -10.478597   -5.756968  -14.891565  -13.208607   -4.397989  -12.973004   -7.999929  -13.623657  -13.814995   -9.380184  -15.157032  -14.142956  -10.616261   -9.669699   -9.668877  -16.339806  -12.137367  -12.143144  -16.849051  -15.888886  -11.064139  -15.491923  -15.349408  -14.179520  -14.820056  -10.094660  -21.450317  -14.664268   -9.278907  -16.147447  -17.839576  -12.945318  -20.693483  -18.576126  -12.605147  -16.727838  -19.033163  -14.756171  -23.180481  -22.287321  -16.743274  -27.387669  -11.104775  -15.399932   -9.361500  -12.320099   -9.042930  -17.695390  -26.761083  -27.373496   -3.522880  -13.810024  -14.187703  -18.409428  -21.532964  -16.441351  -12.339748  -17.779289  -17.097128  -12.810243  -10.922657  -15.880336  -21.952378  -26.200323  -29.572286  -14.779799  -25.092208   -7.867999  -10.147518   -6.009345   -4.698890  -13.154467   -5.000032   -9.180340  -14.194765  -12.879518  -12.881415  -15.382240  -16.911144  -19.333968  -18.607969  -23.639831  -21.980802  -27.818915
      1.075524       14.880471        7.442073              461.56      -7.924983   -0.301030   -1.070581  -11.585318  -10.356270   -9.889878   -9.537056  -11.855808  -13.440327  -15.832364  -11.487612  -10.478280   -5.756968  -14.891314  -13.208121   -4.397989  -12.972356   -7.999929  -13.623111  -13.814758   -9.380039  -15.156465  -14.142539  -10.616030   -9.669565   -9.668743  -16.339777  -12.137076  -12.142851  -16.848385  -15.888269  -11.063835  -15.491155  -15.348837  -14.178988  -14.819456  -10.094440  -21.449422  -14.663774   -9.278718  -16.146849  -17.838958  -12.944928  -20.692617  -18.575396  -12.604786  -16.727340  -19.032419  -14.755741  -23.179602  -22.286462  -16.742658  -27.386779  -11.104581  -15.399482   -9.361312  -12.319720   -9.042826  -17.694309  -26.759712  -27.372597   -3.522880  -13.809435  -14.187133  -18.408709  -21.532424  -16.441000  -12.339426  -17.778890  -17.096861  -12.809260  -10.922284  -15.879977  -21.951943  -26.199850  -29.571650  -14.779444  -25.091762   -7.867952  -10.147109   -6.009347   -4.698890  -13.153822   -5.000032   -9.180147  -14.194344  -12.879347  -12.881244  -15.381932  -16.910377  -19.333454  -18.607389  -23.639094  -21.979985  -27.817624
      1.075717       14.880471        7.441791              461.56      -7.924911   -0.301030   -1.070581  -11.585135  -10.355550   -9.889787   -9.536931  -11.855850  -13.440210  -15.831784  -11.486897  -10.477962   -5.756968  -14.891063  -13.207635   -4.397989  -12.971708   -7.999929  -13.622564  -13.814521   -9.379894  -15.155897  -14.142121  -10.615799   -9.669431   -9.668609  -16.339747  -12.136786  -12.142558  -16.847719  -15.887651  -11.063531  -15.490387  -15.348265  -14.178457  -14.818857  -10.094220  -21.448527  -14.663281   -9.278529  -16.146252  -17.838339  -12.944539  -20.691752  -18.574665  -12.604426  -16.726841  -19.031675  -14.755312  -23.178724  -22.285602  -16.742041  -27.385889  -11.104388  -15.399032   -9.361123  -12.319340   -9.042722  -17.693227  -26.758341  -27.371699   -3.522880  -13.808846  -14.186562  -18.407990  -21.531885  -16.440648  -12.339105  -17.778491  -17.096594  -12.808277  -10.921911  -15.879617  -21.951508  -26.199376  -29.571015  -14.779088  -25.091316   -7.867904  -10.146701   -6.009349   -4.698890  -13.153177   -5.000032   -9.179953  -14.193923  -12.879175  -12.881073  -15.381624  -16.909610  -19.332939  -18.606808  -23.638356  -21.979167  -27.816332
      1.075910       14.880471        7.441508              461.56      -7.924839   -0.301030   -1.070581  -11.584952  -10.354830   -9.889697   -9.536805  -11.855891  -13.440093  -15.831203  -11.486181  -10.477645   -5.756968  -14.890811  -13.207149   -4.397989  -12.971060   -7.999929  -13.622018  -13.814284   -9.379749  -15.155330  -14.141703  -10.615567   -9.669298   -9.668475  -16.339716  -12.136495  -12.142265  -16.847053  -15.887033  -11.063226  -15.489619  -15.347694  -14.177925  -14.818257  -10.094001  -21.447632  -14.662787   -9.278340  -16.145654  -17.837719  -12.944149  -20.690886  -18.573934  -12.604065  -16.726343  -19.030931  -14.754883  -23.177845  -22.284743  -16.741424  -27.384999  -11.104195  -15.398582   -9.360934  -12.318961   -9.042618  -17.692145  -26.756970  -27.370800   -3.522880  -13.808257  -14.185992  -18.407271  -21.531345  -16.440296  -12.338784  -17.778093  -17.096326  -12.807294  -10.921538  -15.879258  -21.951073  -26.198902  -29.570379  -14.778733  -25.090869   -7.867856  -10.146292   -6.009352   -4.698890  -13.152531   -5.000032   -9.179759  -14.193502  -12.879003  -12.880902  -15.381316  -16.908842  -19.332425  -18.606228  -23.637619  -21.978350  -27.815041
      1.076104       14.880471        7.441225              461.56      -7.924766   -0.301030   -1.070581  -11.584769  -10.354110   -9.889607   -9.536679  -11.855933  -13.439975  -15.830623  -11.485466  -10.477328   -5.756968  -14.890560  -13.206663   -4.397989  -12.970412   -7.999929  -13.621472  -13.814047   -9.379604  -15.154762  -14.141285  -10.615336   -9.669164   -9.668341  -16.339685  -12.136205  -12.141972  -16.846386  -15.886415  -11.062922  -15.488851  -15.347123  -14.177394  -14.817658  -10.093781  -21.446737  -14.662293   -9.278151  -16.145057  -17.837100  -12.943760  -20.690020  -18.573204  -12.603704  -16.725844  -19.030186  -14.754454  -23.176966  -22.283883  -16.740808  -27.384109  -11.104002  -15.398133   -9.360746  -12.318581   -9.042514  -17.691064  -26.755599  -27.369902   -3.522880  -13.807668  -14.185421  -18.406552  -21.530806  -16.439944  -12.338463  -17.777694  -17.096058  -12.806311  -10.921164  -15.878898  -21.950638  -26.198429  -29.569744  -14.778378  -25.090423   -7.867809  -10.145883   -6.009354   -4.698890  -13.151886   -5.000032   -9.179566  -14.193081  -12.878832  -12.880731  -15.381008  -16.908075  -19.331911  -18.605648  -23.636881  -21.977532  -27.813750
      1.087321       14.889069        7.424756              456.56      -7.920482   -0.301030   -1.070581  -11.574116  -10.312508   -9.884426   -9.529447  -11.858333  -13.433212  -15.796738  -11.444175  -10.459163   -5.756969  -14.875849  -13.178310   -4.397990  -12.933056   -7.999927  -13.590104  -13.800264   -9.371207  -15.121699  -14.116936  -10.601910   -9.661424   -9.660594  -16.336640  -12.119350  -12.124973  -16.807523  -15.850392  -11.045208  -15.444363  -15.313801  -14.146731  -14.782828  -10.081000  -21.394664  -14.633517   -9.267205  -16.110679  -17.801090  -12.921029  -20.639664  -18.530723  -12.582722  -16.697034  -18.986882  -14.729555  -23.125748  -22.233846  -16.704979  -27.332284  -11.092807  -15.372173   -9.349816  -12.296881   -9.036578  -17.628536  -26.676123  -27.318074   -3.522880  -13.773876  -14.152277  -18.365021  -21.499761  -16.419563  -12.319931  -17.754603  -17.079911  -12.749332  -10.899593  -15.858068  -21.925428  -26.171174  -29.533066  -14.757753  -25.064776   -7.865117  -10.121892   -6.009497   -4.698887  -13.114290   -5.000033   -9.168332  -14.168968  -12.868994  -12.870934  -15.363206  -16.863392  -19.302087  -18.571956  -23.594134  -21.930070  -27.738562
      1.087514       14.889069        7.424471              456.56      -7.920406   -0.301030   -1.070581  -11.573931  -10.311794   -9.884338   -9.529324  -11.858374  -13.433097  -15.796150  -11.443467  -10.458854   -5.756969  -14.875593  -13.177819   -4.397990  -12.932415   -7.999927  -13.589568  -13.800026   -9.371063  -15.121127  -14.116514  -10.601678   -9.661291   -9.660461  -16.336567  -12.119059  -12.124680  -16.806849  -15.849768  -11.044901  -15.443597  -15.313224  -14.146205  -14.782227  -10.080780  -21.393763  -14.633019   -9.267017  -16.110090  -17.800467  -12.920635  -20.638793  -18.529989  -12.582359  -16.696539  -18.986133  -14.729125  -23.124861  -22.232980  -16.704361  -27.331387  -11.092614  -15.371728   -9.349628  -12.296512   -9.036477  -17.627462  -26.674753  -27.317185   -3.522880  -13.773299  -14.151705  -18.364308  -21.499230  -16.419212  -12.319612  -17.754206  -17.079622  -12.748350  -10.899222  -15.857709  -21.924993  -26.170708  -29.532436  -14.757397  -25.064337   -7.865072  -10.121474   -6.009499   -4.698887  -13.113639   -5.000033   -9.168138  -14.168558  -12.868827  -12.870767  -15.362900  -16.862619  -19.301573  -18.571375  -23.593397  -21.929251  -27.737261
      1.087708       14.889069        7.424187              456.56      -7.920331   -0.301030   -1.070581  -11.573747  -10.311079   -9.884249   -9.529200  -11.858415  -13.432981  -15.795562  -11.442758  -10.458545   -5.756969  -14.875337  -13.177327   -4.397990  -12.931775   -7.999927  -13.589033  -13.799788   -9.370918  -15.120554  -14.116092  -10.601447   -9.661158   -9.660328  -16.336493  -12.118768  -12.124387  -16.806175  -15.849144  -11.044594  -15.442831  -15.312646  -14.145679  -14.781626  -10.080559  -21.392862  -14.632520   -9.266828  -16.109502  -17.799844  -12.920241  -20.637922  -18.529255  -12.581996  -16.696044  -18.985384  -14.728696  -23.123973  -22.232114  -16.703742  -27.330490  -11.092421  -15.371283   -9.349440  -12.296143   -9.036377  -17.626388  -26.673384  -27.316297   -3.522880  -13.772723  -14.151133  -18.363595  -21.498699  -16.418862  -12.319294  -17.753808  -17.079333  -12.747369  -10.898852  -15.857351  -21.924559  -26.170242  -29.531807  -14.757041  -25.063899   -7.865027  -10.121056   -6.009502   -4.698887  -13.112988   -5.000033   -9.167945  -14.168147  -12.868659  -12.870600  -15.362594  -16.861846  -19.301058  -18.570793  -23.592661  -21.928432  -27.735960
      1.087901       14.889069        7.423902              456.56      -7.920255   -0.301030   -1.070581  -11.573563  -10.310365   -9.884161   -9.529076  -11.858457  -13.432865  -15.794974  -11.442050  -10.458236   -5.756969  -14.875080  -13.176836   -4.397990  -12.931135   -7.999927  -13.588497  -13.799550   -9.370774  -15.119981  -14.115671  -10.601215   -9.661025   -9.660195  -16.336418  -12.118478  -12.124094  -16.805501  -15.848519  -11.044288  -15.442065  -15.312069  -14.145153  -14.781024  -10.080338  -21.391962  -14.632022   -9.266640  -16.108915  -17.799222  -12.919846  -20.637051  -18.528521  -12.581633  -16.695549  -18.984635  -14.728266  -23.123086  -22.231248  -16.703123  -27.329593  -11.092228  -15.370837   -9.349252  -12.295774   -9.036276  -17.625313  -26.672014  -27.315408   -3.522880  -13.772147  -14.150561  -18.362882  -21.498168  -16.418511  -12.318977  -17.753410  -17.079043  -12.746387  -10.898481  -15.856992  -21.924125  -26.169775  -29.531178  -14.756685  -25.063461   -7.864982  -10.120638   -6.009504   -4.698887  -13.112337   -5.000033   -9.167751  -14.167737  -12.868492  -12.870433  -15.362289  -16.861072  -19.300544  -18.570212  -23.591924  -21.927613  -27.734658
      1.098924       14.897500        7.407601              451.71      -7.915865   -0.301030   -1.070581  -11.563019  -10.269814   -9.879161   -9.522079  -11.860806  -13.426301  -15.761247  -11.401894  -10.440846   -5.756969  -14.860344  -13.148673   -4.397991  -12.894872   -7.999926  -13.558269  -13.785942   -9.362559  -15.087203  -14.091515  -10.587982   -9.653452   -9.652614  -16.331097  -12.101899  -12.107379  -16.766879  -15.812756  -11.026747  -15.398469  -15.278993  -14.115356  -14.746704  -10.067726  -21.340461  -14.603498   -9.255911  -16.075662  -17.763628  -12.897248  -20.587264  -18.486571  -12.560885  -16.667446  -18.941812  -14.703788  -23.072270  -22.181701  -16.667803  -27.278292  -11.081245  -15.345581   -9.338542  -12.275077   -9.030628  -17.564319  -26.594036  -27.265077   -3.522880  -13.739634  -14.117901  -18.322438  -21.468123  -16.398545  -12.300945  -17.730783  -17.061935  -12.690507  -10.877453  -15.836569  -21.899373  -26.143395  -29.495482  -14.736369  -25.038701   -7.862470  -10.096609   -6.009643   -4.698885  -13.075058   -5.000034   -9.156697  -14.144619  -12.859049  -12.861032  -15.344917  -16.816836  -19.271249  -18.537025  -23.549970  -21.880881  -27.660217
      1.099118       14.897500        7.407314              451.71      -7.915787   -0.301030   -1.070581  -11.562834  -10.269106   -9.879074   -9.521957  -11.860847  -13.426187  -15.760651  -11.401193  -10.440545   -5.756969  -14.860083  -13.148177   -4.397991  -12.894240   -7.999926  -13.557743  -13.785703   -9.362415  -15.086625  -14.091089  -10.587749   -9.653319   -9.652482  -16.330985  -12.101608  -12.107086  -16.766198  -15.812125  -11.026439  -15.397705  -15.278410  -14.114836  -14.746101  -10.067504  -21.339554  -14.602996   -9.255723  -16.075083  -17.763002  -12.896849  -20.586388  -18.485833  -12.560520  -16.666955  -18.941058  -14.703359  -23.071375  -22.180829  -16.667183  -27.277389  -11.081053  -15.345140   -9.338354  -12.274720   -9.030531  -17.563253  -26.592669  -27.264200   -3.522880  -13.739069  -14.117328  -18.321732  -21.467600  -16.398196  -12.300631  -17.730387  -17.061624  -12.689528  -10.877085  -15.836211  -21.898939  -26.142936  -29.494859  -14.736013  -25.038270   -7.862427  -10.096185   -6.009645   -4.698885  -13.074401   -5.000034   -9.156503  -14.144218  -12.858886  -12.860869  -15.344613  -16.816057  -19.270735  -18.536442  -23.549234  -21.880060  -27.658906
      1.099311       14.897500        7.407028              451.71      -7.915708   -0.301030   -1.070581  -11.562648  -10.268398   -9.878987   -9.521835  -11.860888  -13.426072  -15.760056  -11.400493  -10.440243   -5.756969  -14.859822  -13.147680   -4.397991  -12.893608   -7.999926  -13.557218  -13.785463   -9.362271  -15.086048  -14.090664  -10.587517   -9.653186   -9.652349  -16.330872  -12.101317  -12.106792  -16.765516  -15.811495  -11.026130  -15.396942  -15.277828  -14.114316  -14.745499  -10.067282  -21.338648  -14.602493   -9.255535  -16.074504  -17.762376  -12.896451  -20.585512  -18.485095  -12.560155  -16.666463  -18.940305  -14.702929  -23.070479  -22.179956  -16.666562  -27.276486  -11.080860  -15.344700   -9.338166  -12.274362   -9.030433  -17.562187  -26.591303  -27.263323   -3.522880  -13.738505  -14.116755  -18.321026  -21.467076  -16.397846  -12.300316  -17.729990  -17.061313  -12.688549  -10.876718  -15.835853  -21.898505  -26.142476  -29.494236  -14.735656  -25.037840   -7.862384  -10.095760   -6.009648   -4.698885  -13.073744   -5.000034   -9.156309  -14.143817  -12.858722  -12.860706  -15.344309  -16.815279  -19.270221  -18.535859  -23.548499  -21.879239  -27.657596
      1.099505       14.897500        7.406741              451.71      -7.915629   -0.301030   -1.070581  -11.562462  -10.267690   -9.878901   -9.521713  -11.860929  -13.425958  -15.759460  -11.399793  -10.439942   -5.756969  -14.859561  -13.147183   -4.397991  -12.892976   -7.999926  -13.556693  -13.785224   -9.362127  -15.085470  -14.090238  -10.587284   -9.653054   -9.652216  -16.330759  -12.101027  -12.106499  -16.764835  -15.810864  -11.025821  -15.396178  -15.277245  -14.113796  -14.744896  -10.067060  -21.337742  -14.601991   -9.255347  -16.073926  -17.761750  -12.896052  -20.584636  -18.484358  -12.559790  -16.665972  -18.939551  -14.702500  -23.069583  -22.179084  -16.665942  -27.275583  -11.080668  -15.344259   -9.337979  -12.274005   -9.030336  -17.561122  -26.589937  -27.262446   -3.522880  -13.737940  -14.116181  -18.320321  -21.466553  -16.397496  -12.300002  -17.729594  -17.061001  -12.687570  -10.876351  -15.835495  -21.898071  -26.142017  -29.493613  -14.735299  -25.037409   -7.862341  -10.095335   -6.009650   -4.698885  -13.073087   -5.000034   -9.156115  -14.143417  -12.858558  -12.860543  -15.344006  -16.814500  -19.269707  -18.535277  -23.547763  -21.878419  -27.656285
      1.099698       14.897500        7.406454              451.71      -7.915551   -0.301030   -1.070581  -11.562277  -10.266982   -9.878814   -9.521591  -11.860970  -13.425843  -15.758865  -11.399092  -10.439642   -5.756969  -14.859300  -13.146686   -4.397991  -12.892344   -7.999926  -13.556168  -13.784985   -9.361984  -15.084893  -14.089812  -10.587052   -9.652921   -9.652084  -16.330645  -12.100736  -12.106206  -16.764153  -15.810233  -11.025512  -15.395415  -15.276662  -14.113277  -14.744293  -10.066839  -21.336835  -14.601488   -9.255159  -16.073347  -17.761123  -12.895653  -20.583759  -18.483620  -12.559425  -16.665481  -18.938798  -14.702070  -23.068687  -22.178211  -16.665321  -27.274679  -11.080475  -15.343818   -9.337791  -12.273648   -9.030238  -17.560057  -26.588570  -27.261569   -3.522880  -13.737376  -14.115607  -18.319615  -21.466030  -16.397147  -12.299687  -17.729198  -17.060689  -12.686591  -10.875984  -15.835138  -21.897637  -26.141558  -29.492990  -14.734942  -25.036979   -7.862298  -10.094911   -6.009653   -4.698885  -13.072430   -5.000034   -9.155921  -14.143017  -12.858395  -12.860380  -15.343702  -16.813721  -19.269193  -18.534694  -23.547028  -21.877598  -27.654974
      1.110335       14.905770        7.390616              447.01      -7.911134   -0.301030   -1.070581  -11.552033  -10.228220   -9.874074   -9.514937  -11.863226  -13.419586  -15.725910  -11.360801  -10.423298   -5.756969  -14.844809  -13.119228   -4.397993  -12.857803   -7.999924  -13.527567  -13.771792   -9.354092  -15.052998  -14.066288  -10.574247   -9.645645   -9.644801  -16.323480  -12.084725  -12.090068  -16.726476  -15.775382  -11.008460  -15.353510  -15.244491  -14.084855  -14.711110  -10.054624  -21.286834  -14.573734   -9.244833  -16.041777  -17.726586  -12.873611  -20.535435  -18.442952  -12.539282  -16.638580  -18.897231  -14.678444  -23.019195  -22.130050  -16.631137  -27.224823  -11.069896  -15.319706   -9.327486  -12.254329   -9.024973  -17.501719  -26.513531  -27.213658   -3.522880  -13.706656  -14.084045  -18.280995  -21.437449  -16.377945  -12.282487  -17.707431  -17.042937  -12.632824  -10.855886  -15.815480  -21.873779  -26.116481  -29.458882  -14.715293  -25.013507   -7.859994  -10.071424   -6.009785   -4.698882  -13.036147   -5.000035   -9.145241  -14.121259  -12.849498  -12.851525  -15.327056  -16.770733  -19.240936  -18.502606  -23.506595  -21.832419  -27.582652
      1.110528       14.905770        7.390327              447.01      -7.911052   -0.301030   -1.070581  -11.551846  -10.227519   -9.873988   -9.514816  -11.863267  -13.419473  -15.725307  -11.360109  -10.423005   -5.756969  -14.844544  -13.118726   -4.397993  -12.857179   -7.999924  -13.527052  -13.771552   -9.353948  -15.052416  -14.065859  -10.574014   -9.645513   -9.644669  -16.323334  -12.084433  -12.089775  -16.725787  -15.774745  -11.008149  -15.352749  -15.243904  -14.084341  -14.710506  -10.054401  -21.285922  -14.573227   -9.244646  -16.041208  -17.725956  -12.873208  -20.534554  -18.442211  -12.538915  -16.638093  -18.896473  -14.678014  -23.018291  -22.129171  -16.630515  -27.223914  -11.069703  -15.319270   -9.327299  -12.253984   -9.024879  -17.500663  -26.512169  -27.212793   -3.522880  -13.706103  -14.083471  -18.280297  -21.436932  -16.377596  -12.282176  -17.707036  -17.042604  -12.631848  -10.855523  -15.815123  -21.873346  -26.116028  -29.458265  -14.714936  -25.013084   -7.859954  -10.070995   -6.009787   -4.698882  -13.035484   -5.000035   -9.145047  -14.120868  -12.849338  -12.851366  -15.326755  -16.769949  -19.240422  -18.502022  -23.505861  -21.831596  -27.581333
      1.110721       14.905770        7.390038              447.01      -7.910970   -0.301030   -1.070581  -11.551659  -10.226818   -9.873903   -9.514696  -11.863308  -13.419360  -15.724704  -11.359417  -10.422712   -5.756970  -14.844278  -13.118224   -4.397993  -12.856555   -7.999924  -13.526537  -13.771312   -9.353805  -15.051833  -14.065429  -10.573781   -9.645381   -9.644536  -16.323186  -12.084142  -12.089481  -16.725099  -15.774109  -11.007838  -15.351989  -15.243317  -14.083827  -14.709902  -10.054179  -21.285010  -14.572721   -9.244458  -16.040638  -17.725326  -12.872805  -20.533673  -18.441470  -12.538548  -16.637605  -18.895715  -14.677584  -23.017387  -22.128292  -16.629892  -27.223004  -11.069511  -15.318834   -9.327112  -12.253638   -9.024785  -17.499607  -26.510807  -27.211928   -3.522880  -13.705550  -14.082897  -18.279598  -21.436416  -16.377248  -12.281865  -17.706641  -17.042270  -12.630872  -10.855159  -15.814766  -21.872912  -26.115576  -29.457648  -14.714578  -25.012661   -7.859913  -10.070566   -6.009790   -4.698882  -13.034822   -5.000035   -9.144853  -14.120477  -12.849178  -12.851207  -15.326453  -16.769165  -19.239909  -18.501438  -23.505126  -21.830774  -27.580014
      1.110915       14.905770        7.389750              447.01      -7.910888   -0.301030   -1.070581  -11.551472  -10.226117   -9.873817   -9.514576  -11.863349  -13.419247  -15.724101  -11.358725  -10.422418   -5.756970  -14.844012  -13.117722   -4.397993  -12.855931   -7.999924  -13.526022  -13.771071   -9.353662  -15.051251  -14.065000  -10.573548   -9.645250   -9.644404  -16.323039  -12.083851  -12.089188  -16.724410  -15.773472  -11.007526  -15.351229  -15.242730  -14.083313  -14.709298  -10.053956  -21.284098  -14.572214   -9.244271  -16.040069  -17.724697  -12.872402  -20.532791  -18.440729  -12.538181  -16.637118  -18.894957  -14.677155  -23.016483  -22.127414  -16.629270  -27.222094  -11.069319  -15.318398   -9.326925  -12.253293   -9.024691  -17.498552  -26.509445  -27.211064   -3.522880  -13.704997  -14.082323  -18.278900  -21.435900  -16.376899  -12.281554  -17.706246  -17.041936  -12.629896  -10.854796  -15.814409  -21.872479  -26.115123  -29.457031  -14.714221  -25.012238   -7.859872  -10.070137   -6.009792   -4.698882  -13.034159   -5.000035   -9.144658  -14.120087  -12.849019  -12.851048  -15.326151  -16.768381  -19.239395  -18.500854  -23.504391  -21.829952  -27.578694
      1.121358       14.915382        7.374099              441.60      -7.906378   -0.301030   -1.070581  -11.541350  -10.188447   -9.869239   -9.508127  -11.865553  -13.413174  -15.691353  -11.321603  -10.406777   -5.756970  -14.829528  -13.090497   -4.397994  -12.822458   -7.999923  -13.498466  -13.758058   -9.345946  -15.019692  -14.041701  -10.560943   -9.638136   -9.637284  -16.314263  -12.068117  -12.073333  -16.687033  -15.738937  -10.990663  -15.310275  -15.210959  -14.055724  -14.676672  -10.041926  -21.234724  -14.544750   -9.234158  -16.009561  -17.690606  -12.850547  -20.485084  -18.400627  -12.518289  -16.610921  -18.853923  -14.653951  -22.967462  -22.079801  -16.595612  -27.172810  -11.058949  -15.294977   -9.316834  -12.234984   -9.019700  -17.441836  -26.436038  -27.164710   -3.522880  -13.675435  -14.051321  -18.241411  -21.408189  -16.358110  -12.264875  -17.684942  -17.023290  -12.577298  -10.835274  -15.795155  -21.849083  -26.090846  -29.423858  -14.694886  -24.989581   -7.857718  -10.046900   -6.009921   -4.698880  -12.998252   -5.000036   -9.134162  -14.099237  -12.840484  -12.842557  -15.309915  -16.725905  -19.211658  -18.469293  -23.464737  -21.785516  -27.507259
      1.121552       14.915382        7.373808              441.60      -7.906293   -0.301030   -1.070581  -11.541162  -10.187753   -9.869155   -9.508009  -11.865593  -13.413062  -15.690743  -11.320920  -10.406491   -5.756970  -14.829257  -13.089991   -4.397994  -12.821842   -7.999923  -13.497960  -13.757817   -9.345804  -15.019106  -14.041268  -10.560709   -9.638005   -9.637152  -16.314086  -12.067825  -12.073040  -16.686338  -15.738295  -10.990350  -15.309518  -15.210369  -14.055216  -14.676068  -10.041703  -21.233807  -14.544239   -9.233971  -16.009001  -17.689974  -12.850141  -20.484198  -18.399882  -12.517920  -16.610438  -18.853162  -14.653521  -22.966551  -22.078917  -16.594987  -27.171895  -11.058757  -15.294545   -9.316647  -12.234651   -9.019609  -17.440791  -26.434682  -27.163858   -3.522880  -13.674893  -14.050747  -18.240721  -21.407678  -16.357762  -12.264568  -17.684549  -17.022934  -12.576326  -10.834914  -15.794799  -21.848650  -26.090400  -29.423247  -14.694528  -24.989165   -7.857679  -10.046469   -6.009923   -4.698880  -12.997585   -5.000036   -9.133967  -14.098855  -12.840328  -12.842402  -15.309615  -16.725116  -19.211144  -18.468708  -23.464003  -21.784692  -27.505932
      1.121745       14.915382        7.373518              441.60      -7.906208   -0.301030   -1.070581  -11.540974  -10.187059   -9.869071   -9.507890  -11.865634  -13.412950  -15.690133  -11.320237  -10.406205   -5.756970  -14.828987  -13.089484   -4.397994  -12.821226   -7.999923  -13.497454  -13.757575   -9.345661  -15.018519  -14.040835  -10.560475   -9.637873   -9.637021  -16.313908  -12.067534  -12.072746  -16.685642  -15.737653  -10.990036  -15.308762  -15.209780  -14.054708  -14.675463  -10.041480  -21.232890  -14.543729   -9.233784  -16.008440  -17.689341  -12.849734  -20.483312  -18.399138  -12.517551  -16.609955  -18.852400  -14.653091  -22.965639  -22.078032  -16.594363  -27.170979  -11.058565  -15.294114   -9.316461  -12.234318   -9.019518  -17.439746  -26.433325  -27.163006   -3.522880  -13.674351  -14.050173  -18.240031  -21.407168  -16.357415  -12.264261  -17.684155  -17.022577  -12.575354  -10.834555  -15.794443  -21.848217  -26.089953  -29.422635  -14.694169  -24.988749   -7.857640  -10.046038   -6.009926   -4.698880  -12.996917   -5.000036   -9.133773  -14.098474  -12.840172  -12.842246  -15.309316  -16.724327  -19.210631  -18.468123  -23.463270  -21.783869  -27.504605
