!
! chemical model of an expanding circumstellar envelope with parameters:
! species and initial abundances file : allspec_irc10216.spec                             
! reactions rate constants files =  1 : astrorates_24jan2011.reac                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
! mass loss rate                      =  2.0000E-05 Msun yr-1
! expansion velocity                  =     14.5000 km s-1
! UV ISRF strength                    =   1.000     Draine units
! H2 cosmic ray ionization rate       =  1.2000E-17 s-1
! from                2.0000E+14 to   1.0000E+18 cm
! visual extinction:   82.03     to   1.6405E-02 mag
! .................................................................................................
! Abundances relative to total H nuclei:
!        1                2                3                4               5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99
!  log(time[yr])  log(radius[cm])  log(density[cm-3])  temperature[K]     h           h2          he          c           o           n           s           si          p           ch          ch2         ch3         ch4         c2          c2h         c2h2        c2h3        c2h4        c2h5        c2h6        c3          c-c3h       c3h         c-c3h2      h2c3        c3h2        c3h3        p-c3h4      a-c3h4      c4          c4h         c4h2        n-c4h3      i-c4h3      c5          c5h         c5h2        c6          c6h         c6h2        c7          c7h         c7h2        c8          c8h         c8h2        c9          c9h         c9h2        c10         c10h        c10h2       c11         ch3c4h      ch3c6h      b-c6h6      oh          h2o         o2          ho2         h2o2        co          hco         h2co        ch2oh       ch3o        ch3oh       co2         hcooh       c2o         hcco        ch2co       ch3cho      c2h5oh      ch3och3     hcooch3     c3o         ch3coch3    nh          nh2         nh3         n2          cn          hcn         hnc         h2cn        ch2nh       ch3nh2      c2n         c3n         c4n         c5n         c6n         c7n         c8n         
      4.099245       17.762690        1.666569               10.00      -3.039620   -0.301427   -1.070625   -5.695516   -3.507046   -4.292474   -8.752214   -9.472072  -10.942828   -8.574310   -9.004660  -11.473877  -14.090786   -9.521915  -10.581584  -13.177410  -13.663976  -19.684476  -32.176987  -36.541581  -12.628114  -14.028606  -13.166414  -14.308438  -14.986674  -18.670485  -19.023200  -25.029110  -22.343392  -13.204423  -14.926580  -16.747069  -16.424404  -18.627577  -10.987569  -12.792322  -13.876713  -12.702306  -11.003452  -12.518672  -13.445859  -14.121799  -15.141104  -15.823849  -16.416910  -17.405816  -18.282619  -18.961877  -19.833865  -21.091566  -22.150365  -22.207195  -24.555807  -18.625861  -14.973034  -13.787347  -10.676243  -11.507515  -13.580315  -24.552603  -25.366834   -9.867419  -12.090115  -14.191489  -26.959268  -23.510086  -24.263761  -14.842101  -24.182329  -15.166745  -21.586591  -17.155772  -25.673307  -32.634275  -33.677460  -38.580171  -17.991452  -35.391327  -12.104670  -12.829618  -16.191571  -12.186524  -10.864041  -13.231691  -13.222808  -15.261487  -23.820227  -23.553443  -13.876358  -14.810380  -15.595610  -14.442662  -16.294994  -15.756606  -18.821298
      4.102146       17.765593        1.660773               10.00      -3.035639   -0.301430   -1.070625   -5.701714   -3.507046   -4.292474   -8.758339   -9.477949  -10.948689   -8.579917   -9.010173  -11.479005  -14.098505   -9.533565  -10.592581  -13.189023  -13.674829  -19.701109  -32.193519  -36.552473  -12.639505  -14.044577  -13.172562  -14.324395  -15.004446  -18.690397  -19.035370  -25.048390  -22.365585  -13.214772  -14.938787  -16.757027  -16.437543  -18.642613  -10.992742  -12.798902  -13.880592  -12.711555  -11.006739  -12.524965  -13.456927  -14.133515  -15.153825  -15.842753  -16.434364  -17.423977  -18.306679  -18.986006  -19.858711  -21.124816  -22.183284  -22.247322  -24.601801  -18.628318  -14.981448  -13.794648  -10.675959  -11.512072  -13.585991  -24.564630  -25.372350   -9.883034  -12.100857  -14.200508  -26.980946  -23.520948  -24.274316  -14.858742  -24.194819  -15.177613  -21.603296  -17.171681  -25.684161  -32.650715  -33.693227  -38.598000  -18.009597  -35.404881  -12.103659  -12.830496  -16.190603  -12.193222  -10.875771  -13.241285  -13.232270  -15.272650  -23.826245  -23.557040  -13.892964  -14.823430  -15.612563  -14.453079  -16.315485  -15.774127  -18.848089
      4.102340       17.765593        1.660387               10.00      -3.035374   -0.301431   -1.070625   -5.702127   -3.507046   -4.292474   -8.758748   -9.478341  -10.949080   -8.580291   -9.010541  -11.479347  -14.099019   -9.534342  -10.593314  -13.189797  -13.675553  -19.702219  -32.194622  -36.553200  -12.640263  -14.045643  -13.172972  -14.325460  -15.005632  -18.691724  -19.036183  -25.049675  -22.367066  -13.215462  -14.939602  -16.757694  -16.438420  -18.643618  -10.993087  -12.799343  -13.880853  -12.712172  -11.006959  -12.525386  -13.457667  -14.134299  -15.154677  -15.844016  -16.435531  -17.425192  -18.308287  -18.987619  -19.860374  -21.127036  -22.185485  -22.250003  -24.604871  -18.628485  -14.982012  -13.795136  -10.675940  -11.512374  -13.586369  -24.565432  -25.372717   -9.884062  -12.101574  -14.201110  -26.982392  -23.521670  -24.275018  -14.859852  -24.195649  -15.178338  -21.604410  -17.172742  -25.684885  -32.651812  -33.694277  -38.599189  -18.010808  -35.405786  -12.103592  -12.830554  -16.190539  -12.193668  -10.876552  -13.241926  -13.232902  -15.273394  -23.826647  -23.557281  -13.894071  -14.824300  -15.613694  -14.453774  -16.316850  -15.775297  -18.849877
      4.105047       17.768478        1.654977               10.00      -3.031668   -0.301434   -1.070625   -5.707910   -3.507046   -4.292474   -8.764463   -9.483828  -10.954552   -8.585530   -9.015694  -11.484145  -14.106215   -9.545222  -10.603592  -13.200644  -13.685698  -19.717762  -32.210077  -36.563391  -12.650861  -14.060580  -13.178717  -14.340385  -15.022250  -18.710298  -19.047598  -25.067672  -22.387805  -13.225134  -14.951016  -16.767059  -16.450728  -18.657708  -10.997934  -12.805537  -13.884547  -12.720837  -11.010061  -12.531304  -13.468047  -14.145318  -15.166666  -15.861735  -16.451902  -17.442255  -18.330848  -19.010276  -19.883732  -21.158176  -22.216366  -22.287621  -24.647906  -18.630861  -14.989924  -13.801995  -10.675670  -11.516586  -13.591663  -24.576646  -25.377856   -9.898293  -12.111612  -14.209557  -27.002646  -23.531766  -24.284822  -14.875399  -24.207245  -15.188495  -21.620011  -17.187617  -25.695034  -32.667183  -33.708958  -38.615836  -18.027772  -35.418476  -12.102663  -12.831373  -16.189651  -12.199906  -10.887496  -13.250898  -13.241752  -15.283823  -23.832279  -23.560672  -13.909577  -14.836501  -15.629548  -14.463522  -16.335937  -15.791711  -18.874925
      4.107948       17.771343        1.649181               10.00      -3.027707   -0.301438   -1.070625   -5.714103   -3.507046   -4.292474   -8.770585   -9.489707  -10.960416   -8.591148   -9.021224  -11.489297  -14.113917   -9.556884  -10.614617  -13.212272  -13.696583  -19.734434  -32.226661  -36.574333  -12.662183  -14.076615  -13.184878  -14.356405  -15.040086  -18.730188  -19.059882  -25.086957  -22.410050  -13.235511  -14.963266  -16.777165  -16.463960  -18.672859  -11.003146  -12.812228  -13.888579  -12.730153  -11.013419  -12.537689  -13.479219  -14.157208  -15.179627  -15.880795  -16.469525  -17.460650  -18.355125  -19.034687  -19.908927  -21.191647  -22.249611  -22.328091  -24.694122  -18.633488  -14.998461  -13.809387  -10.675378  -11.521056  -13.597331  -24.588652  -25.383352   -9.913243  -12.122382  -14.218636  -27.024368  -23.542541  -24.295278  -14.892071  -24.219608  -15.199390  -21.636735  -17.203580  -25.705927  -32.683677  -33.724654  -38.633680  -18.045976  -35.432112  -12.101683  -12.832249  -16.188716  -12.206577  -10.899217  -13.260528  -13.251251  -15.295007  -23.838329  -23.564340  -13.926198  -14.849594  -15.646569  -14.473995  -16.356356  -15.809358  -18.901808
      4.108141       17.771343        1.648794               10.00      -3.027444   -0.301438   -1.070625   -5.714516   -3.507046   -4.292474   -8.770994   -9.490099  -10.960807   -8.591523   -9.021593  -11.489641  -14.114430   -9.557661  -10.615353  -13.213048  -13.697310  -19.735546  -32.227767  -36.575063  -12.662937  -14.077685  -13.185289  -14.357475  -15.041276  -18.731514  -19.060703  -25.088243  -22.411534  -13.236204  -14.964083  -16.777842  -16.464844  -18.673872  -11.003495  -12.812676  -13.888850  -12.730775  -11.013644  -12.538117  -13.479966  -14.158004  -15.180495  -15.882069  -16.470703  -17.461880  -18.356747  -19.036320  -19.910613  -21.193882  -22.251833  -22.330795  -24.697207  -18.633666  -14.999032  -13.809882  -10.675359  -11.521353  -13.597709  -24.589452  -25.383718   -9.914230  -12.123100  -14.219243  -27.025817  -23.543258  -24.295973  -14.893183  -24.220430  -15.200117  -21.637851  -17.204646  -25.706654  -32.684777  -33.725699  -38.634870  -18.047190  -35.433022  -12.101618  -12.832308  -16.188654  -12.207021  -10.899998  -13.261171  -13.251885  -15.295753  -23.838733  -23.564586  -13.927306  -14.850468  -15.647705  -14.474695  -16.357716  -15.810536  -18.903602
      4.110849       17.774190        1.643385               10.00      -3.023757   -0.301441   -1.070625   -5.720294   -3.507046   -4.292474   -8.776706   -9.495587  -10.966281   -8.596772   -9.026762  -11.494462  -14.121610   -9.568551  -10.625657  -13.223908  -13.707486  -19.751126  -32.243270  -36.585300  -12.673472  -14.092681  -13.191049  -14.372458  -15.057954  -18.750067  -19.072224  -25.106244  -22.432321  -13.245904  -14.975539  -16.787347  -16.477239  -18.688068  -11.008381  -12.818976  -13.892688  -12.739503  -11.016812  -12.544121  -13.490443  -14.169187  -15.192706  -15.899933  -16.487232  -17.479161  -18.379511  -19.059240  -19.934296  -21.225228  -22.283018  -22.368733  -24.740449  -18.636199  -15.007059  -13.816826  -10.675082  -11.525483  -13.602996  -24.600647  -25.388839   -9.927927  -12.133165  -14.227746  -27.046111  -23.553271  -24.305684  -14.908758  -24.231907  -15.210299  -21.653469  -17.219570  -25.716838  -32.700198  -33.740312  -38.651531  -18.064209  -35.445788  -12.100717  -12.833126  -16.187797  -12.213235  -10.910934  -13.270176  -13.260768  -15.306202  -23.844395  -23.568042  -13.942826  -14.862711  -15.663627  -14.484501  -16.376748  -15.827067  -18.928737
      4.113750       17.777950        1.637588               10.00      -3.019816   -0.301445   -1.070625   -5.726482   -3.507046   -4.292474   -8.782824   -9.501468  -10.972148   -8.602401   -9.032308  -11.499638  -14.129295   -9.580225  -10.636711  -13.235552  -13.718404  -19.767838  -32.259905  -36.596292  -12.684729  -14.108778  -13.197230  -14.388542  -15.075855  -18.769934  -19.084622  -25.125532  -22.454617  -13.256313  -14.987836  -16.797606  -16.490563  -18.703332  -11.013640  -12.825781  -13.896877  -12.748886  -11.020241  -12.550600  -13.501719  -14.181252  -15.205905  -15.919149  -16.505022  -17.497789  -18.404005  -19.083934  -19.959840  -21.258921  -22.316589  -22.409547  -24.786888  -18.638993  -15.015718  -13.824309  -10.674782  -11.529865  -13.608656  -24.612633  -25.394316   -9.942378  -12.143961  -14.236885  -27.067875  -23.563957  -24.316039  -14.925460  -24.244142  -15.221222  -21.670211  -17.235587  -25.727768  -32.716745  -33.755934  -38.669387  -18.082471  -35.459506  -12.099767  -12.834001  -16.186896  -12.219880  -10.922647  -13.279841  -13.270303  -15.317408  -23.850477  -23.571780  -13.959462  -14.875852  -15.680725  -14.495040  -16.397119  -15.844839  -18.955713
      4.113943       17.777950        1.637202               10.00      -3.019554   -0.301445   -1.070625   -5.726895   -3.507046   -4.292474   -8.783232   -9.501860  -10.972539   -8.602776   -9.032678  -11.499984  -14.129807   -9.581003  -10.637449  -13.236328  -13.719133  -19.768953  -32.261015  -36.597026  -12.685478  -14.109852  -13.197643  -14.389615  -15.077049  -18.771258  -19.085451  -25.126819  -22.456105  -13.257008  -14.988656  -16.798293  -16.491453  -18.704352  -11.013991  -12.826237  -13.897159  -12.749513  -11.020471  -12.551033  -13.502472  -14.182060  -15.206789  -15.920433  -16.506211  -17.499035  -18.405642  -19.085585  -19.961550  -21.261171  -22.318833  -22.412274  -24.789989  -18.639182  -15.016297  -13.824809  -10.674762  -11.530155  -13.609034  -24.613431  -25.394681   -9.943333  -12.144681  -14.237495  -27.069327  -23.564668  -24.316728  -14.926574  -24.244955  -15.221951  -21.671328  -17.236656  -25.728498  -32.717849  -33.756974  -38.670577  -18.083689  -35.460422  -12.099704  -12.834060  -16.186836  -12.220323  -10.923428  -13.280486  -13.270940  -15.318155  -23.850883  -23.572030  -13.960571  -14.876729  -15.681867  -14.495744  -16.398477  -15.846026  -18.957514
      4.117424       17.781677        1.630247               10.00      -3.014839   -0.301450   -1.070625   -5.734317   -3.507046   -4.292474   -8.790572   -9.508918  -10.979582   -8.609539   -9.039344  -11.506212  -14.139018   -9.595019  -10.650733  -13.250311  -13.732258  -19.789034  -32.281013  -36.610251  -12.698942  -14.129212  -13.205077  -14.408959  -15.098575  -18.795083  -19.100407  -25.149968  -22.482895  -13.269523  -15.003447  -16.810712  -16.507505  -18.722747  -11.020336  -12.834485  -13.902297  -12.760820  -11.024635  -12.558872  -13.516075  -14.196661  -15.222793  -15.943602  -16.527675  -17.521549  -18.435187  -19.115415  -19.992446  -21.301760  -22.359347  -22.461492  -24.845874  -18.642649  -15.026774  -13.833852  -10.674398  -11.535351  -13.615822  -24.627800  -25.401241   -9.960381  -12.157656  -14.248504  -27.095474  -23.577428  -24.329083  -14.946638  -24.259546  -15.235077  -21.691431  -17.255913  -25.741640  -32.737743  -33.775667  -38.692012  -18.105644  -35.476940  -12.098585  -12.835110  -16.185777  -12.228280  -10.937477  -13.292107  -13.282406  -15.331616  -23.858202  -23.576564  -13.980544  -14.892535  -15.702444  -14.508442  -16.422901  -15.867440  -18.989954
      4.117618       17.781677        1.629860               10.00      -3.014577   -0.301450   -1.070625   -5.734730   -3.507046   -4.292474   -8.790980   -9.509310  -10.979973   -8.609914   -9.039715  -11.506559  -14.139530   -9.595798  -10.651472  -13.251088  -13.732988  -19.790150  -32.282125  -36.610987  -12.699688  -14.130288  -13.205490  -14.410035  -15.099772  -18.796406  -19.101240  -25.151254  -22.484385  -13.270219  -15.004270  -16.811406  -16.508399  -18.723771  -11.020689  -12.834945  -13.902586  -12.761450  -11.024868  -12.559309  -13.516833  -14.197476  -15.223687  -15.944892  -16.528871  -17.522805  -18.436833  -19.117079  -19.994170  -21.304019  -22.361605  -22.464233  -24.848984  -18.642845  -15.027359  -13.834356  -10.674377  -11.535637  -13.616198  -24.628598  -25.401605   -9.961320  -12.158377  -14.249117  -27.096928  -23.578135  -24.329768  -14.947753  -24.260354  -15.235807  -21.692549  -17.256984  -25.742371  -32.738849  -33.776704  -38.693203  -18.106865  -35.477859  -12.098523  -12.835168  -16.185719  -12.228721  -10.938258  -13.292754  -13.283044  -15.332364  -23.858609  -23.576817  -13.981654  -14.893414  -15.703589  -14.509149  -16.424258  -15.868632  -18.991758
      4.121099       17.785373        1.622905               10.00      -3.009877   -0.301455   -1.070625   -5.742149   -3.507046   -4.292474   -8.798317   -9.516369  -10.987017   -8.616684   -9.046394  -11.512805  -14.148728   -9.609822  -10.664777  -13.265082  -13.746138  -19.810260  -32.302161  -36.624249  -12.713105  -14.149695  -13.212944  -14.429426  -15.121346  -18.820211  -19.116280  -25.174407  -22.511214  -13.282760  -15.019099  -16.823944  -16.524520  -18.742250  -11.027074  -12.843284  -13.907847  -12.772808  -11.029087  -12.567218  -13.530513  -14.212209  -15.239870  -15.968179  -16.550460  -17.545493  -18.466542  -19.147123  -20.025331  -21.344778  -22.402367  -22.513712  -24.905041  -18.646435  -15.037928  -13.843466  -10.674007  -11.540764  -13.622981  -24.642952  -25.408152   -9.978074  -12.171372  -14.260170  -27.123107  -23.590826  -24.342045  -14.967838  -24.274845  -15.248954  -21.712666  -17.276280  -25.755541  -32.758782  -33.795338  -38.714644  -18.128865  -35.494439  -12.097427  -12.836218  -16.184686  -12.236660  -10.952301  -13.304401  -13.294537  -15.345842  -23.865953  -23.581403  -14.001638  -14.909260  -15.724234  -14.521907  -16.448669  -15.890142  -19.024273
      4.121292       17.785373        1.622519               10.00      -3.009616   -0.301455   -1.070625   -5.742561   -3.507046   -4.292474   -8.798725   -9.516761  -10.987408   -8.617061   -9.046765  -11.513153  -14.149238   -9.610601  -10.665517  -13.265860  -13.746869  -19.811379  -32.303275  -36.624987  -12.713849  -14.150774  -13.213359  -14.430504  -15.122545  -18.821533  -19.117118  -25.175693  -22.512705  -13.283458  -15.019924  -16.824644  -16.525417  -18.743279  -11.027430  -12.843750  -13.908142  -12.773441  -11.029323  -12.567659  -13.531275  -14.213031  -15.240774  -15.969476  -16.551663  -17.546758  -18.468197  -19.148798  -20.027069  -21.347047  -22.404638  -22.516468  -24.908160  -18.646638  -15.038518  -13.843974  -10.673987  -11.541047  -13.623358  -24.643749  -25.408515   -9.978998  -12.172095  -14.260786  -27.124562  -23.591529  -24.342725  -14.968955  -24.275647  -15.249685  -21.713784  -17.277353  -25.756274  -32.759891  -33.796372  -38.715835  -18.130088  -35.495362  -12.097366  -12.836276  -16.184629  -12.237101  -10.953081  -13.305049  -13.295176  -15.346591  -23.866361  -23.581660  -14.002748  -14.910142  -15.725382  -14.522617  -16.450025  -15.891339  -19.026082
      4.124773       17.789038        1.615563               10.00      -3.004930   -0.301460   -1.070625   -5.749977   -3.507046   -4.292474   -8.806060   -9.523821  -10.994455   -8.623838   -9.053455  -11.519417  -14.158424   -9.624634  -10.678843  -13.279865  -13.760043  -19.831518  -32.323349  -36.638286  -12.727220  -14.170227  -13.220835  -14.449942  -15.144168  -18.845320  -19.132241  -25.198849  -22.539572  -13.296027  -15.034794  -16.837303  -16.541606  -18.761841  -11.033856  -12.852180  -13.913527  -12.784851  -11.033597  -12.575638  -13.545034  -14.227896  -15.257136  -15.992881  -16.573375  -17.569618  -18.498069  -19.179056  -20.058493  -21.387975  -22.445647  -22.566205  -24.964388  -18.650349  -15.049179  -13.853150  -10.673612  -11.546103  -13.630135  -24.658090  -25.415049   -9.995479  -12.185109  -14.271884  -27.150773  -23.604149  -24.354923  -14.989062  -24.290039  -15.262853  -21.733915  -17.296689  -25.769472  -32.779864  -33.814948  -38.737282  -18.152132  -35.512004  -12.096292  -12.837326  -16.183621  -12.245022  -10.967118  -13.316721  -13.306695  -15.360084  -23.873728  -23.586298  -14.022742  -14.926030  -15.746099  -14.535436  -16.474432  -15.912944  -19.058672
      4.124967       17.789038        1.615177               10.00      -3.004670   -0.301460   -1.070625   -5.750389   -3.507046   -4.292474   -8.806467   -9.524214  -10.994846   -8.624215   -9.053827  -11.519766  -14.158934   -9.625414  -10.679584  -13.280643  -13.760775  -19.832638  -32.324465  -36.639026  -12.727962  -14.171309  -13.221251  -14.451023  -15.145370  -18.846640  -19.133084  -25.200136  -22.541065  -13.296726  -15.035621  -16.838010  -16.542507  -18.762874  -11.034214  -12.852651  -13.913830  -12.785486  -11.033836  -12.576083  -13.545800  -14.228726  -15.258050  -15.994185  -16.574584  -17.570892  -18.499733  -19.180743  -20.060246  -21.390254  -22.447932  -22.568975  -24.967516  -18.650559  -15.049774  -13.853662  -10.673591  -11.546382  -13.630512  -24.658886  -25.415411   -9.996388  -12.185833  -14.272502  -27.152230  -23.604848  -24.355599  -14.990180  -24.290836  -15.263585  -21.735034  -17.297764  -25.770206  -32.780974  -33.815978  -38.738473  -18.153358  -35.512931  -12.096233  -12.837384  -16.183565  -12.245462  -10.967898  -13.317370  -13.307336  -15.360834  -23.874138  -23.586558  -14.023853  -14.926914  -15.747252  -14.536150  -16.475788  -15.914147  -19.060485
      4.128448       17.792672        1.608222               10.00      -2.999999   -0.301465   -1.070625   -5.757802   -3.507046   -4.292474   -8.813799   -9.531275  -11.001894   -8.631000   -9.060530  -11.526048  -14.168108   -9.639454  -10.692931  -13.294659  -13.773973  -19.852806  -32.344577  -36.652362  -12.741289  -14.190808  -13.228752  -14.470507  -15.167041  -18.870407  -19.148290  -25.223295  -22.567969  -13.309324  -15.050531  -16.850791  -16.558763  -18.781518  -11.040684  -12.861174  -13.919340  -12.796947  -11.038164  -12.584131  -13.559636  -14.243722  -15.274590  -16.017707  -16.596419  -17.593923  -18.529768  -19.211213  -20.091931  -21.431351  -22.489185  -22.618968  -25.023915  -18.654390  -15.060528  -13.862905  -10.673211  -11.551368  -13.637284  -24.673214  -25.421932  -10.012616  -12.198867  -14.283644  -27.178472  -23.617398  -24.367718  -15.010308  -24.305127  -15.276774  -21.755179  -17.317138  -25.783432  -32.800987  -33.834495  -38.759924  -18.175446  -35.529635  -12.095181  -12.838433  -16.182582  -12.253366  -10.981928  -13.329067  -13.318880  -15.374342  -23.881528  -23.591249  -14.043856  -14.942846  -15.768042  -14.549035  -16.500197  -15.935846  -19.093152
